Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,Cluster
153554,0,1,1,1,11786,6,1750,4,5784,1,2
42990,0,1,1,1,5345,3,0,0,5804,0,2
16664,0,1,1,1,0,0,0,0,5778,1,2
37618,0,3,1,1,17385,7,0,0,5818,0,2
53384,0,3,1,1,16907,12,0,0,5778,0,2
43326,0,1,1,1,1100,7,1100,7,5776,0,2
113683,0,3,1,1,11821,12,0,0,5773,0,2
77930,0,4,1,1,37541,35,3600,18,5773,1,0
27625,0,3,1,1,27799,16,500,1,5772,1,1
33835,0,1,1,1,2280,7,1000,2,5771,0,2
170049,3692,2,1,1,10232,16,750,2,5770,0,2
154664,0,4,1,3,73881,33,0,0,5769,0,1
36935,0,4,1,1,34448,17,0,0,5766,1,1
67904,0,1,1,1,81,1,0,0,5764,0,2
57434,0,2,1,1,11140,16,0,0,5770,1,2
11031,0,1,1,1,1600,5,0,0,5762,0,2
78268,0,1,1,1,6172,13,500,1,5758,0,2
98213,0,5,1,1,68013,29,0,0,5755,1,1
9430,0,3,1,1,11323,13,0,0,5756,1,2
5195,0,1,1,1,33050,3,50,1,5755,1,2
9793,0,1,1,1,3100,2,0,0,5755,0,2
34690,0,3,1,1,18124,14,0,0,5752,1,1
138368,0,5,1,1,68663,13,0,0,5755,0,1
63547,0,4,1,1,31745,14,0,0,5748,0,1
217130,0,4,1,1,51202,20,0,0,5745,0,1
14106,0,1,1,1,475,4,0,0,5749,0,2
44026,0,2,1,1,12282,18,634,1,5738,0,2
62183,1896,4,1,1,38635,18,0,0,5738,1,1
165534,0,5,1,1,71312,18,1000,2,5736,1,1
45358,0,3,1,1,14507,9,0,0,5735,0,2
72325,0,5,1,1,56792,16,0,0,5731,1,1
190285,0,5,1,1,69262,16,348,1,5728,0,1
235567,0,3,1,1,16106,15,0,0,5728,0,2
305519,0,5,1,1,79216,27,650,3,5724,1,1
161546,0,1,1,1,8042,6,600,2,5722,0,2
38884,0,1,1,1,2850,13,500,1,5729,0,2
42040,1000,1,1,1,14189,17,4034,13,5717,1,0
96988,0,2,1,1,7761,14,0,0,5715,0,2
24394,0,1,1,1,3250,3,250,1,5713,1,2
354641,0,5,1,1,77694,29,3600,9,5710,1,0
39313,0,3,1,1,24091,16,0,0,5706,1,1
468,0,1,1,1,26650,14,550,3,5708,1,2
146014,0,4,1,1,26366,17,700,3,5822,0,1
42999,0,4,1,1,33801,12,350,1,5653,1,1
37163,0,3,1,1,19318,14,0,0,4988,0,2
6158,0,4,1,1,27754,14,0,0,5546,1,1
108904,0,3,1,1,19931,17,0,0,5255,0,2
25168,0,1,1,1,500,1,500,1,5547,0,2
68454,0,3,1,1,13667,12,0,0,5559,0,2
70877,0,2,1,1,8956,15,0,0,5696,0,2
1057,0,1,1,1,433,5,0,0,5622,0,2
35342,0,5,1,1,70454,12,0,0,5534,1,1
16992,0,1,1,1,0,0,0,0,5582,0,2
2558,0,1,1,1,6264,10,0,0,5581,1,2
196093,0,1,1,1,14000,3,0,0,5595,1,2
269558,0,1,1,1,10000,1,0,0,5472,1,2
88500,0,1,1,1,2500,2,0,0,5090,0,2
8719,0,1,1,1,2000,9,0,0,5671,0,2
36936,0,1,1,1,2875,16,0,0,5492,1,2
427357,0,2,1,1,6027,12,0,0,5587,1,1
258422,0,4,1,1,48708,17,0,0,5657,0,1
75428,0,2,1,1,7539,14,0,0,5609,0,2
34383,0,3,1,1,22956,12,0,0,5611,1,1
82120,0,1,1,1,8000,3,0,0,5619,0,2
34546,0,1,1,1,1500,2,0,0,5612,0,2
92641,0,1,1,1,5265,6,0,0,5568,0,2
95100,0,1,1,1,1250,3,1250,3,5671,0,2
19960,0,1,1,1,0,0,0,0,4896,0,2
47150,0,4,1,1,39561,18,0,0,5577,1,1
1650,0,1,1,1,1250,3,250,1,5554,1,2
100992,0,1,1,1,8144,16,409,2,5422,1,2
68610,0,2,1,1,6115,12,0,0,5349,1,2
75684,0,2,1,1,27320,9,0,0,5316,0,2
42438,0,1,1,1,519,10,0,0,5349,0,2
17645,0,4,1,1,60978,20,0,0,5660,1,1
24545,0,1,1,1,0,0,0,0,5671,0,2
84633,0,3,1,1,10771,10,0,0,5479,0,2
103891,1388,5,1,1,140573,21,1150,3,5699,1,1
39847,0,5,1,1,95918,38,150,1,5694,1,1
47938,0,3,1,1,12656,13,0,0,5708,0,2
88929,0,4,1,1,44932,20,650,2,5694,1,1
129866,0,5,1,1,66150,30,0,0,5692,0,1
22585,0,1,1,1,3430,3,0,0,5689,0,2
47394,0,2,1,1,31347,19,2150,5,5688,1,1
73640,0,2,1,1,10192,14,0,0,5156,0,2
247743,0,4,1,1,51296,20,500,1,5087,0,1
295008,0,5,1,1,136704,27,0,0,5028,1,1
117543,4116,4,1,1,32355,21,600,2,4954,0,1
102803,0,5,1,1,90605,20,0,0,5701,0,1
89945,0,2,1,1,14218,16,350,1,5680,0,2
739476,0,1,1,1,24215,8,322,1,5678,1,1
69337,0,3,1,1,17740,13,0,0,5667,0,2
140866,0,3,1,1,15906,17,0,0,5672,0,2
25634,2505,1,1,1,0,0,0,0,5663,0,2
82078,0,4,1,1,40279,9,0,0,5664,0,1
33327,0,1,1,1,1000,1,0,0,5664,0,2
95783,0,3,1,1,14506,13,0,0,5659,0,2
27591,0,1,1,1,8209,34,1800,16,5659,0,0
82114,0,5,1,1,58335,15,0,0,5658,1,1
15917,2586,5,1,1,105449,25,200,2,5653,1,1
140511,0,4,1,1,32105,16,0,0,5651,0,1
375927,0,2,1,1,18202,30,1100,3,5652,1,1
28223,0,2,1,1,8625,12,0,0,5651,0,2
33129,0,3,1,1,30775,14,500,1,5647,0,2
1625,0,1,1,1,1375,4,0,0,1547,0,3
52819,0,4,1,1,37535,15,1000,2,5645,1,1
3507,1745,1,1,1,14500,7,0,0,5643,1,2
14769,0,1,1,1,500,1,0,0,5639,0,2
37215,0,2,1,1,8199,8,0,0,5637,0,2
115655,0,4,1,1,64968,21,500,1,5631,1,1
179251,0,3,1,1,14775,16,200,2,5629,1,1
24418,0,2,1,1,12533,13,0,0,5626,1,2
34562,0,1,1,1,1770,9,250,3,5622,0,2
144570,0,4,1,1,49052,15,0,0,5617,1,1
24813,0,1,1,1,4066,10,0,0,5225,0,2
48803,0,5,1,1,72129,14,0,0,5107,1,1
22116,0,3,1,1,20809,14,0,0,5463,1,1
8516,0,1,1,1,0,0,0,0,5566,0,2
36079,0,3,1,1,22506,22,150,1,5323,0,1
16872,0,1,1,1,28964,7,0,0,5479,1,2
62895,0,1,1,1,8500,4,0,0,5520,1,2
7383,0,1,1,1,7225,11,2750,7,5238,1,2
2261,0,1,1,1,15062,2,0,0,5556,1,2
66950,0,1,1,1,17303,20,2000,8,5464,1,2
84856,0,1,2,1,6894,13,0,0,5547,0,2
71128,2919,1,1,1,17950,17,4450,11,5162,1,0
39654,0,1,1,1,1625,6,0,0,5518,0,2
25214,0,1,1,1,1000,1,0,0,5598,0,2
48775,0,3,1,1,17494,15,0,0,5588,0,2
81952,0,5,1,1,64754,22,0,0,5427,1,1
46535,0,3,1,1,25891,14,150,1,5399,1,1
23130,0,1,1,1,5032,10,0,0,5500,0,2
100443,0,3,1,1,12744,21,0,0,5492,0,2
139664,0,5,1,1,63706,14,0,0,5505,0,1
31769,0,1,1,1,0,0,0,0,5464,0,2
60170,0,3,1,1,17235,14,0,0,5351,1,1
33373,0,1,1,1,0,0,0,0,5427,0,2
59385,0,3,1,1,22914,11,0,0,5476,0,2
210040,0,5,1,1,77333,39,0,0,5517,0,1
23379,0,2,1,1,11712,25,0,0,5499,1,2
22372,0,3,1,1,14766,12,0,0,4950,0,2
23120,0,1,1,1,4231,7,0,0,5615,0,2
46157,0,1,1,1,1625,3,500,1,5609,0,2
94896,0,4,1,1,38127,15,500,1,5602,1,1
12091,0,4,1,1,29271,15,0,0,5609,1,1
56451,0,2,1,1,9302,11,0,0,5597,1,2
106309,0,3,1,1,21873,22,1200,4,5594,1,1
121853,0,3,1,1,18120,18,2000,4,5589,0,2
4137,0,3,1,1,15891,19,0,0,5588,1,1
21676,0,3,1,1,15392,15,100,1,5584,1,1
36644,0,3,1,1,14506,13,0,0,5583,0,2
77102,0,3,1,1,13175,20,1850,6,5581,0,2
32214,11148,3,1,1,12717,10,0,0,5576,1,1
42351,0,4,1,1,28959,14,0,0,5594,0,1
34450,0,1,1,1,26996,7,0,0,5566,0,2
4151,0,1,1,1,375,3,0,0,5570,0,2
60646,888,5,1,1,57011,18,50,1,5559,1,1
44331,0,1,1,1,2850,3,350,1,5555,1,2
76742,0,3,1,1,17910,13,0,0,5547,0,2
27993,0,1,1,1,6000,3,0,0,5542,0,2
67770,0,3,1,1,23960,15,0,0,5539,0,2
30554,0,4,1,1,38243,25,0,0,5324,1,1
123646,0,1,1,1,12450,30,2450,29,5069,1,0
837979,0,1,1,1,18372,15,1450,4,5373,1,1
6584,0,1,1,1,0,0,0,0,5118,0,2
17489,0,1,1,1,5565,4,0,0,5380,0,2
28941,0,1,1,1,2935,6,0,0,4692,0,2
19085,0,1,1,1,827,11,0,0,5244,0,2
56480,0,4,1,1,35841,31,500,1,5401,1,1
8320,0,1,1,1,0,0,0,0,5164,0,2
13640,0,1,1,1,1500,5,0,0,4923,0,2
14739,0,1,1,1,1800,4,800,3,5332,1,2
30594,0,1,1,1,3250,12,0,0,5017,0,2
11162,0,1,1,1,0,0,0,0,4950,0,2
15964,0,1,1,1,0,0,0,0,5325,0,2
5583,0,1,1,1,3147,14,0,0,5365,1,2
38822,0,1,1,1,2000,9,0,0,5304,0,2
2305,0,1,1,1,0,0,0,0,5105,0,2
39372,0,1,1,1,4296,10,0,0,5190,0,2
25125,0,1,1,1,1875,8,0,0,5147,1,2
10288,0,1,1,1,1250,3,0,0,5532,0,2
135149,0,1,1,1,15300,19,3800,17,5267,1,0
4916,0,1,1,1,900,3,800,2,5107,1,2
163976,0,4,1,1,39098,18,2594,4,4922,0,1
207021,0,1,1,1,3600,4,100,1,5412,0,2
104442,0,4,1,1,38180,23,1450,5,5029,0,1
131992,0,3,1,1,12504,16,0,0,5372,0,2
2278,0,1,1,1,0,0,0,0,5175,0,2
34086,0,3,1,1,19669,18,1500,3,5344,1,1
8740,0,1,1,1,1250,3,0,0,5395,0,2
241918,0,4,1,1,40945,13,0,0,5379,0,1
26748,0,3,1,1,11981,14,0,0,5408,1,1
65969,0,1,1,1,2550,5,1050,3,5419,0,2
10009,0,1,1,1,0,0,0,0,5353,0,2
378759,0,1,1,1,28904,9,2303,4,5408,1,1
40965,10098,1,1,1,9850,11,1850,6,5429,1,0
57509,0,4,1,1,52449,19,150,1,5441,1,1
71503,0,1,1,1,7819,17,0,0,5080,1,2
110247,0,3,1,1,13690,16,0,0,5272,0,2
83572,745,5,1,1,101110,27,1700,5,5231,1,1
106234,5124,2,1,1,11160,26,0,0,5238,0,2
28205,0,5,1,1,101685,16,0,0,5267,1,1
7239,0,3,1,1,15835,15,0,0,5343,1,1
63638,0,1,1,1,0,0,0,0,5155,0,2
31967,0,1,1,1,1600,4,350,2,5101,0,2
97752,0,1,1,1,3676,10,0,0,5309,0,2
8327,0,1,1,1,0,0,0,0,5268,0,2
10179,0,2,1,1,5321,15,0,0,4989,1,2
23786,0,1,1,1,16950,4,0,0,5364,0,2
33020,0,1,1,1,6155,25,1500,3,5322,0,2
35316,0,1,1,1,1250,4,500,1,5330,0,2
146086,0,1,1,1,6950,17,6950,17,5345,0,0
15352,0,1,1,1,1350,4,0,0,5359,0,2
13522,0,1,1,1,5000,1,0,0,5162,0,2
13949,0,1,1,1,0,0,0,0,5374,0,2
99405,0,1,1,1,14150,11,2150,9,5400,1,2
50016,0,3,1,1,13495,14,0,0,4548,0,2
23696,0,2,1,1,5577,10,0,0,5531,0,2
55384,967,1,1,1,0,0,0,0,5309,0,2
166465,0,4,1,4,98717,30,0,0,5531,0,1
95207,0,3,1,1,30652,30,2348,8,5531,1,1
80431,0,1,1,1,2150,2,150,1,5531,0,2
49288,0,3,1,1,12538,19,600,2,5353,1,1
81291,0,2,1,1,10522,14,1430,1,5154,0,2
48877,0,2,1,1,11761,35,371,2,5371,1,1
164884,0,4,1,1,35226,18,1734,2,5283,1,1
29707,0,1,1,1,300,3,0,0,5275,0,2
26325,0,2,1,1,14559,20,1310,2,5521,1,2
28553,0,3,1,1,13844,5,0,0,5517,0,2
152421,0,3,1,1,17045,20,500,1,5510,0,1
17699,0,1,1,1,0,0,0,0,5505,1,2
70565,2408,1,1,1,25261,15,750,2,5499,1,2
15450,0,1,1,1,50,1,50,1,5499,0,2
71736,0,5,1,1,53602,25,50,1,5485,1,1
37926,0,3,1,1,25153,7,0,0,5845,0,2
58628,0,3,1,1,22581,13,0,0,5471,0,2
31007,0,1,1,1,5700,6,1200,4,5465,1,2
11494,0,1,1,1,8425,15,4700,11,5487,1,0
27469,0,1,1,1,1,3,0,0,5461,0,2
44760,0,1,1,1,3105,6,100,2,5455,0,2
7210,0,1,1,1,2402,13,0,0,5449,1,2
92402,0,4,1,1,40825,14,0,0,5443,1,1
22831,0,1,1,1,4500,15,0,0,5442,1,2
59113,0,4,1,1,46808,32,0,0,5435,1,1
24608,0,5,1,1,62774,21,0,0,5430,1,1
16103,0,1,3,1,10819,13,0,0,5427,0,2
51261,0,1,1,1,2000,4,2000,4,4904,1,2
24698,0,1,1,1,1329,5,500,1,4267,0,3
88177,0,5,1,1,53468,19,400,1,5080,1,1
74453,0,1,1,1,5500,3,0,0,5181,0,2
39601,0,1,1,1,4066,12,0,0,5434,0,2
1227,0,1,1,1,0,0,0,0,5786,0,2
138254,0,1,1,1,24100,9,0,0,5420,1,2
18046,0,1,1,1,162,4,0,0,5416,1,2
108395,0,2,1,1,8598,8,0,0,5416,0,2
21839,0,1,1,1,1375,4,0,0,5411,0,2
11542,0,4,1,1,49100,16,1500,3,5405,1,1
41648,0,4,1,1,32117,35,2200,5,5408,1,1
39908,0,4,1,1,45824,29,0,0,5394,1,1
14889,0,1,1,1,1500,2,0,0,5393,0,2
103796,0,5,1,1,63335,26,250,1,5021,1,1
69323,0,1,1,1,5140,2,0,0,4786,0,2
21599,0,2,1,1,5561,13,0,0,5302,0,2
60936,0,5,1,1,56381,17,0,0,5051,1,1
148053,0,1,1,1,10250,2,250,1,5301,1,2
10702,0,1,1,1,200,2,200,2,5272,0,2
249,0,1,1,1,1000,1,0,0,5204,1,2
36290,0,1,1,1,8600,13,2600,9,5111,1,2
157416,0,5,1,1,67795,16,0,0,5132,0,1
1511,0,1,1,1,2250,11,0,0,5051,1,2
184701,0,4,1,1,45629,13,500,1,4989,0,1
139298,0,1,1,1,0,0,0,0,4965,0,2
82380,0,1,1,1,2601,13,0,0,5071,0,2
115591,867,1,1,1,9500,20,2500,16,4967,1,0
107333,0,1,1,1,4374,5,1874,4,5063,0,2
737514,0,3,1,4,43993,40,2150,7,5030,0,1
23023,0,1,1,1,0,0,0,0,5087,0,2
43403,1846,1,1,1,3350,12,3350,12,3930,1,0
15719,0,2,1,1,5740,13,0,0,4974,0,2
128676,0,1,1,1,8500,3,0,0,5164,0,2
8836,0,1,1,1,4788,6,808,3,4544,1,2
94875,0,5,1,1,58314,25,800,7,4736,1,1
27243,0,2,1,1,6785,12,0,0,4606,0,2
64969,0,1,1,1,1135,13,0,0,4996,0,2
6112,0,1,1,1,0,0,0,0,5072,0,2
71784,0,4,1,1,39276,20,0,0,4936,0,1
31484,0,1,1,1,3125,11,0,0,4117,0,3
17995,0,1,1,1,0,0,0,0,4994,0,2
40994,0,4,1,1,26916,15,500,1,5078,1,1
286101,1000,5,1,1,72965,31,3000,11,4666,1,0
205219,0,4,1,1,30347,19,0,0,4792,0,1
74777,0,2,1,1,20630,8,0,0,5384,1,2
218191,0,3,1,1,24630,17,0,0,5240,0,1
22132,0,1,1,1,0,0,0,0,5150,0,2
83508,1514,1,1,1,11268,13,2176,2,5069,1,2
88122,0,3,1,1,19408,13,0,0,5174,0,2
152284,0,5,1,1,77045,38,1648,10,4996,1,1
4146,0,1,1,1,3750,9,0,0,5210,1,2
25272,0,1,1,1,0,0,0,0,5189,0,2
21855,0,1,1,1,200,3,0,0,5383,0,2
63454,0,4,1,1,49068,13,0,0,5383,1,1
24292,0,2,1,1,6558,10,0,0,5276,1,2
60168,0,4,1,1,44133,16,0,0,4313,1,1
9554,0,1,1,1,2710,3,0,0,5064,1,2
30130,0,2,1,1,9192,15,0,0,4993,1,2
12665,0,1,1,1,4125,24,0,0,4539,0,2
9860,0,1,1,1,99,1,99,1,5055,0,2
10069,0,1,1,1,200,1,0,0,4933,0,2
2224,0,1,1,1,0,0,0,0,5098,0,2
40576,0,1,1,1,0,0,0,0,5118,0,2
5667,0,1,1,1,5667,4,0,0,4937,0,2
59791,0,1,1,1,3254,7,0,0,4602,0,2
128664,8019,4,1,1,44298,16,50,1,5155,1,1
126947,0,1,1,1,2350,2,350,1,5167,0,2
189235,0,3,1,1,20487,20,0,0,5282,0,1
38604,0,1,1,1,625,5,0,0,5184,0,2
73008,0,3,1,1,12930,18,0,0,5050,0,2
62942,500,1,1,1,4752,8,2121,6,5070,0,2
33057,763,1,1,1,5190,5,0,0,4828,0,2
42572,0,3,1,1,21809,14,100,1,5070,1,1
38671,0,1,1,1,2200,9,1000,5,5192,0,2
5320,0,1,1,1,2275,9,0,0,5084,0,2
228529,0,2,1,1,24687,14,500,1,4924,1,1
46272,0,1,1,1,5720,10,800,3,5092,1,2
113758,0,3,1,1,12616,14,0,0,5199,0,2
105458,0,1,1,1,750,4,700,2,4924,0,2
39946,0,3,1,1,16951,14,0,0,5282,1,1
92859,0,4,1,1,33378,15,0,0,5185,1,1
25158,0,5,1,1,52278,17,0,0,5079,1,1
82270,0,2,1,1,24612,6,0,0,5270,1,2
97155,0,2,1,1,10004,3,0,0,5244,0,2
153197,0,2,1,1,14712,17,100,1,5189,0,2
55864,0,1,1,1,3691,6,500,1,5251,1,2
23890,0,4,1,1,35574,19,0,0,5031,1,1
46545,1000,1,1,1,0,0,0,0,5066,0,2
7354,0,1,1,1,0,0,0,0,5050,0,2
45031,0,1,1,1,1000,1,0,0,5227,0,2
16125,0,3,1,1,23288,17,0,0,5210,1,1
200,0,1,1,1,200,1,200,1,5254,0,2
195754,0,5,1,1,98535,40,2550,9,5202,1,1
54189,0,2,1,1,8940,17,0,0,4791,0,2
15439,0,1,1,1,490,3,0,0,5147,0,2
56308,0,1,1,1,2500,3,1000,2,4688,0,2
1000,0,1,1,1,0,0,0,0,4769,0,2
45412,0,1,1,1,1100,3,1100,3,5163,0,2
21582,0,3,1,1,10811,15,0,0,4695,1,1
16866,0,1,1,1,0,0,0,0,5072,0,2
86011,0,4,1,1,31769,18,0,0,5381,1,1
31786,0,1,1,1,2661,10,0,0,5380,0,2
16994,0,1,1,1,1550,3,1050,2,5379,1,2
5824,0,1,1,1,0,0,0,0,5401,0,2
17587,0,1,1,1,17587,7,0,0,5367,0,2
1000,0,1,1,1,0,0,0,0,5367,0,2
91670,0,4,1,1,48193,17,1000,2,5365,1,1
92800,0,5,1,1,62042,23,350,1,5358,1,1
31134,0,3,1,1,20108,17,0,0,5352,0,2
57002,0,1,1,1,2570,13,0,0,5350,0,2
66516,0,4,1,1,45406,16,200,1,5311,0,1
18154,0,1,2,1,7748,16,0,0,5310,1,2
320997,2556,5,1,1,82255,24,0,0,5345,1,1
14345,0,4,1,1,50752,16,0,0,5487,1,1
43603,0,1,1,1,17100,4,100,1,5335,1,2
1836,0,1,1,1,850,4,350,3,5329,0,2
156041,0,2,1,1,5644,13,0,0,5324,1,2
49145,0,1,2,1,12755,22,2450,7,5323,0,2
11648,0,1,1,1,475,4,0,0,5318,0,2
14525,0,1,1,1,4625,28,0,0,5317,0,2
10689,0,1,1,1,2750,15,0,0,5315,0,2
37552,0,1,1,1,100,1,0,0,5340,0,2
210350,0,5,1,1,56754,14,0,0,5302,0,1
26156,0,3,1,1,23831,16,0,0,5297,1,1
32061,0,1,1,1,1100,6,0,0,5295,0,2
355145,0,5,1,1,61926,29,806,8,5288,0,1
6000,0,1,1,1,0,0,0,0,5286,0,2
30892,0,3,1,1,11474,11,0,0,5283,0,2
29263,0,3,1,1,15184,13,0,0,5279,0,2
221432,0,4,1,1,31975,21,0,0,5275,0,1
43761,0,1,1,1,5398,16,0,0,5268,0,2
21393,0,1,1,1,5040,2,0,0,5262,0,2
108950,0,1,1,1,3300,9,3300,9,5259,1,2
25089,0,4,1,1,40763,19,550,2,5259,1,1
77709,0,4,1,1,36028,19,100,2,5253,1,1
22533,1000,4,1,1,22206,17,100,1,5248,1,1
25302,0,3,1,1,11312,13,0,0,5245,0,2
11908,0,1,1,1,0,0,0,0,5240,0,2
176982,0,1,1,1,2299,9,0,0,5234,0,2
8723,0,5,1,1,77923,15,0,0,5231,1,1
9071,0,1,1,1,1647,9,0,0,5225,0,2
144848,0,4,1,1,37056,15,0,0,5219,0,1
130364,0,5,1,1,62083,15,250,1,5213,1,1
15592,4924,4,1,1,37173,13,0,0,5209,1,1
25404,0,1,1,1,2125,7,500,1,5203,0,2
34584,0,1,1,1,6962,21,1500,7,5202,1,2
32313,0,4,1,1,29188,27,0,0,5397,1,1
168897,0,4,1,1,37451,24,400,2,5189,0,1
68891,1697,4,1,1,37257,14,500,1,5178,1,1
18068,0,1,1,1,0,0,0,0,5174,0,2
137134,0,5,1,1,92740,20,0,0,5170,0,1
26561,0,1,1,1,100,1,0,0,4926,1,2
22093,0,3,1,1,14857,11,200,1,2587,0,3
58538,1739,4,1,1,48670,19,500,2,4352,1,1
29667,0,1,1,1,5304,19,0,0,4841,0,2
88093,0,3,1,1,15518,13,343,1,4660,0,2
472241,500,1,1,1,3600,12,3500,11,5045,1,0
62569,0,4,1,1,33765,19,50,1,4888,1,1
20982,0,4,1,1,44238,18,0,0,4716,1,1
44665,0,1,1,1,333,2,333,2,3601,0,3
22639,0,1,1,1,1840,4,0,0,5168,0,2
120152,0,1,1,1,6250,27,3750,26,4497,1,0
51402,0,1,1,1,4375,14,0,0,4978,0,2
32749,0,1,1,1,450,3,450,3,5050,1,2
170309,0,5,1,1,66546,20,4130,4,5009,1,1
18924,0,1,1,1,4000,18,0,0,5168,0,2
61919,0,4,1,1,39163,14,350,1,5157,1,1
193547,0,1,1,1,3544,12,0,0,5153,0,2
57927,0,1,1,1,1500,3,1500,3,5149,1,2
161321,0,5,1,1,59645,21,0,0,5147,0,1
66936,2370,1,1,1,3450,5,950,4,5147,0,2
72178,0,1,1,1,2100,10,0,0,5139,1,2
33964,0,1,1,1,300,3,0,0,5128,0,2
94272,0,3,1,1,11098,16,0,0,5121,0,2
53360,0,1,1,1,7251,5,6251,4,5120,1,0
3578,0,1,1,1,0,0,0,0,5114,0,2
29342,0,2,1,1,5835,4,0,0,5153,0,2
28228,0,3,1,1,12948,13,300,1,5108,1,1
118601,0,5,1,1,51240,19,0,0,5105,0,1
24660,0,2,1,1,7206,14,0,0,5136,1,2
147822,0,4,1,1,42469,18,0,0,5107,1,1
190208,0,4,1,1,37122,38,1800,6,5091,0,1
2625,0,1,1,1,125,1,0,0,5087,0,2
49438,0,4,1,1,33912,14,0,0,5085,1,1
24930,0,3,1,1,13060,9,0,0,5084,0,2
89835,0,2,1,1,9058,11,0,0,5080,0,2
46734,0,2,1,1,10007,18,0,0,5080,0,2
315273,0,1,1,1,12584,9,4084,4,5079,1,2
50,0,1,1,1,50,1,50,1,5073,0,2
97416,0,5,1,1,63679,29,0,0,5093,0,1
127768,0,5,1,1,65264,21,250,1,5064,1,1
139882,0,4,1,1,47089,15,0,0,4859,0,1
10740,0,1,1,1,0,0,0,0,4926,0,2
57330,0,1,1,1,380,3,0,0,4986,0,2
33560,0,1,1,1,2600,14,0,0,4604,0,2
53210,0,1,1,1,11422,10,0,0,4993,1,2
9795,0,1,1,1,0,0,0,0,4960,0,2
16984,0,2,1,1,10334,15,0,0,4884,1,2
46349,0,4,1,1,33923,20,1100,2,4856,1,1
118079,0,4,1,1,43298,16,500,1,4867,0,1
29632,0,1,1,1,0,0,0,0,4898,0,2
164307,0,3,1,1,21704,14,0,0,4023,0,1
13490,0,1,1,1,0,0,0,0,4870,0,2
36296,0,1,1,1,5780,6,0,0,4600,0,2
190429,6168,1,1,1,27500,11,1500,3,4974,1,2
120447,0,5,1,1,53804,15,350,1,4840,0,1
35094,0,1,1,1,4000,11,0,0,4944,1,2
208804,0,5,1,1,56204,31,500,1,4429,1,1
30662,0,1,1,1,0,0,0,0,4996,0,2
157452,0,4,1,1,45312,18,0,0,4471,0,1
24266,0,1,1,1,2375,12,0,0,4111,0,3
49991,0,4,1,1,44146,27,2510,4,4803,1,1
42275,925,1,1,1,4100,6,1600,5,4712,0,2
59162,0,1,1,1,2520,7,0,0,4726,0,2
109625,0,5,1,1,63372,19,500,1,5056,1,1
30486,0,1,1,1,0,0,0,0,5051,0,2
240904,2288,4,1,1,63385,22,350,1,5045,1,1
266776,0,1,1,1,8370,30,6520,28,5042,1,0
20818,0,1,1,1,15214,4,0,0,5036,0,2
106509,0,1,1,1,1113,7,0,0,5036,0,2
65982,0,1,1,1,1750,4,750,3,5030,1,2
9002,0,1,1,1,1586,9,0,0,4933,1,2
16088,0,3,1,1,17872,15,0,0,4563,1,1
10079,0,1,1,1,569,8,0,0,4651,0,2
48863,0,5,1,1,71013,18,1050,3,4925,1,1
137402,0,1,1,1,950,6,200,3,4685,1,2
71076,1000,1,1,1,10000,1,0,0,4820,1,2
20630,0,1,1,1,2045,4,0,0,4643,0,2
119180,1467,1,1,1,9275,20,1300,6,4657,1,2
54116,1846,3,1,1,34997,14,0,0,4848,1,1
36665,0,1,1,1,1625,6,0,0,4747,0,2
507371,0,4,1,1,51765,18,450,1,4770,1,1
48721,0,1,1,1,18781,12,300,3,4672,0,2
391222,0,3,1,1,27471,20,1600,7,4905,1,1
88668,0,2,1,1,9889,15,100,1,4903,0,2
46074,0,1,1,1,2193,11,0,0,4419,0,2
1923,0,1,1,1,1170,2,0,0,4615,0,2
46030,0,1,1,1,4375,27,0,0,4566,0,2
31236,0,1,1,1,2250,13,0,0,4523,0,2
18351,0,1,1,1,0,0,0,0,4744,0,2
4779,0,1,1,1,600,2,0,0,4926,1,2
124775,1704,1,1,1,11564,8,700,2,4847,1,2
66923,0,3,1,1,17139,12,0,0,4875,0,2
24008,0,1,1,1,540,3,0,0,4901,0,2
118415,2329,1,1,1,4475,10,100,1,4545,1,2
2793,0,1,1,1,8000,3,0,0,4588,1,2
70464,0,1,1,1,4000,4,1000,2,4889,1,2
71930,0,4,1,1,32774,13,500,1,4300,1,1
126484,0,1,1,1,5942,13,3192,11,4758,1,0
39503,0,3,1,1,16671,18,2339,2,4884,1,1
7291,0,1,1,1,0,0,0,0,4104,0,3
4838,0,3,1,1,23592,16,500,1,5024,1,1
73811,0,3,1,1,25394,14,1000,2,5021,1,1
156219,0,5,1,1,55874,24,0,0,5015,1,1
114376,0,4,1,1,33949,15,0,0,5009,1,1
23965,0,1,2,1,7308,16,550,3,5003,0,2
45766,0,1,1,1,4550,11,1300,7,5002,0,2
57857,1099,1,1,1,62650,37,12400,29,4996,1,0
19998,0,1,1,1,4309,13,0,0,4995,1,2
29506,0,1,1,1,4826,16,500,2,4993,0,2
6020,1505,1,1,1,0,0,0,0,4986,0,2
27989,0,3,1,1,25369,16,2729,2,4981,1,1
21933,0,4,1,1,27166,15,550,1,4974,1,1
58758,0,1,1,1,6500,38,0,0,4974,0,2
86069,0,4,1,1,35282,21,0,0,4972,1,1
8350,0,1,1,1,2125,10,0,0,4967,0,2
26862,0,3,1,1,15510,15,0,0,4965,1,1
